Date,Headline,Summary
Hardball with Chris Matthews - 7:28 PM 10/05/2018,White House feeling ‘euphoria and relief’ after Kavanaugh vote,"NBC News is reporting that White House staffers feel ""euphoria and relief"" after Senator Susan Collins announced her intention to vote ""yes"" on Kavanaugh's nomination."
Hardball with Chris Matthews - 7:20 PM 10/05/2018,Sen. Murphy: Kavanaugh was picked to overturn Roe v. Wade,"This morning, the Senate voted 51 to 49 on a key procedural vote, setting the stage for a final vote to confirm Kavanaugh Saturday evening."
The Beat with Ari Melber - 7:01 PM 10/05/2018,"Fallback Friday: Kanye, Kavanaugh, Cruz, Graham and 'Swelleanor!'","Grammy-award winning rapper Big Daddy Kane and Washington Correspondent for the Daily Beast, Eleanor Clift, join “The Beat” for fallback Friday. With Trump Supreme Court nominee Brett Kavanaugh likely to be confirmed, Big Daddy Kane tells Ted Cruz to..."
The Beat With Ari Melber - 7:00 PM 10/05/2018,Murder: Chicago Police officer charged with killing teenager,"Jason Van Dyke, the Chicago police officer who fatally shot teenager Laquan McDonald, has been convicted of second-degree murder and 16 counts of aggravated battery – one for each shot he fired at McDonald. Van Dyke could spend up to 20 years behind..."
The Beat With Ari Melber - 6:59 PM 10/05/2018,Sen. Blumenthal: Republicans have engaged in Kavanaugh 'cover up',Republicans are holding their ranks to elevate the most controversial Supreme Court nominee in at least a generation: 50 Republicans and one Democratic Senator are supporting Brett Kavanaugh’s confirmation. Washington Correspondent for The Daily Beast...
MTP Daily - 5:47 PM 10/05/2018,Trump's strange attacks on Al Franken,"During a rally in Minnesota for the candidate hoping to fill former Democratic Senator Al Franken's seat, the president made some strange remarks."
Steve Benen The Rachel Maddow Show - 5:30 PM 10/05/2018,"Friday's Mini-Report, 10.5.18",Today's edition of quick hits.
Steve Benen The Rachel Maddow Show - 4:31 PM 10/05/2018,"Maine's Collins to support Kavanaugh, guaranteeing his confirmation","As this morning got underway, there were four undecided senators who would decide the fate of Brett Kavanaugh's Supreme Court nomination. Now, there are none."
3:43 PM 10/05/2018,How much credit can President Trump take for the unemployment...,"The latest jobs report shows unemployment is at its lowest level in almost half a century – but how much credit can President Trump take for the new rate? Ali Velshi and CNBC’s Editor-at-Large, John Harwood, break it down."
Steve Benen The Rachel Maddow Show - 12:00 PM 10/05/2018,"Friday's Campaign Round-Up, 10.5.18",Today's installment of campaign-related news items from across the country.
Steve Benen The Rachel Maddow Show - 10:48 AM 10/05/2018,Trump's 'paid' protesters conspiracy theory makes an unwelcome comeback,Donald Trump response to this week's anti-Kavanaugh protests is the Trumpiest response possible.
Steve Benen The Rachel Maddow Show - 10:03 AM 10/05/2018,Why Trump's new criticisms of Al Franken matter,"According to Trump, the problem with Franken isn't that he allegedly groped women; it's that Franken is that he stepped down in the face of accusations."
Morning Joe  - 9:59 AM 10/05/2018,Assessing the #MeToo movement in the Trump era,Writers Joanne Lipman and Megan Twohey join Morning Joe to discuss the accomplishments of the #MeToo movement and President Trump's recent remarks about the current climate being dangerous for men.
MSNBC Live with Stephanie Ruhle - 9:53 AM 10/05/2018,Trump admin takes aim at China over election interference claims,"The Trump administration is taking aim at China over claims of interference in American elections. This comes before a new Pentagon led report that calls China a ""significant and growing risk"" to the U.S. Defense industry. Ayman Mohyeldin is joined by"
Steve Benen The Rachel Maddow Show - 9:20 AM 10/05/2018,Why wedding plans may affect the Senate's vote on Kavanaugh,A Republican senator is walking his daughter down the aisle tomorrow. It may make Brett Kavanaugh's confirmation vote ... tricky.
Steve Benen The Rachel Maddow Show - 8:46 AM 10/05/2018,"Job growth cooled in September, falling short of expectations","When the White House says this is the best growth ""ever,"" it apparently means ""since 2014."""
Morning Joe  - 8:35 AM 10/05/2018,Sen. John Kennedy believes Kavanaugh will be confirmed,"Hours before a vote on Brett Kavanaugh, SJC member, Sen. John Kennedy, says he feels as if Judge Kavanaugh will be confirmed to the Supreme Court. Sen. Kennedy also says he believes the FBI report should be released and the Supreme Court is not a 'mini..."
Morning Joe  - 8:08 AM 10/05/2018,Is Kavanaugh so damaged he can't be a fair jurist?,"Hours ahead of a crucial vote on his confirmation, Supreme Court nominee Brett Kavanaugh wrote in a new WSJ opinion piece that he might have been 'too emotional' in his congressional testimony last week. The panel discusses."
The 11th Hour with Brian Williams - 11:56 PM 10/04/2018,Trump: Democrats are trying to destroy Brett Kavanaugh,Trump: Democrats are trying to destroy Brett Kavanaugh
The 11th Hour with Brian Williams - 11:38 PM 10/04/2018,Women from across the country protest Kavanaugh on Capitol Hill,Women from across the country protest Kavanaugh on Capitol Hill
The 11th Hour with Brian Williams - 11:26 PM 10/04/2018,"Dems call FBI Kavanaugh report 'horrific,' 'a sham,' & 'bulls--t'","Dems call FBI Kavanaugh report 'horrific,' 'a sham,' & 'bulls--t'"
The 11th Hour with Brian Williams - 11:17 PM 10/04/2018,Just four senators could make or break Kavanaugh's confirmation,Just four senators could make or break Kavanaugh's confirmation
The Last Word with Lawrence O'Donnell - 11:07 PM 10/04/2018,Lawrence: Heidi Heitkamp shows us a profile in courage,"Trump won her state by 36 percentage points, but Democratic Senator Heidi Heitkamp isn't letting any of that get in the way of voting for what she thinks is right."
The Last Word with Lawrence O'Donnell - 11:06 PM 10/04/2018,Ret. Justice Stevens: Kavanaugh disqualified himself from...,"John Paul Stevens, one of the only living retired Supreme Court justices, believes that Brett Kavanaugh's emotional, angry testimony disqualified him from being able to serve effectively on the Court. Lawrence discusses the unprecedented remark with..."
The Rachel Maddow Show - 9:55 PM 10/04/2018,Trump campaign demands Kavanaugh confirmation... to the Senate??,"Rachel Maddow expresses her annoyance with the Donald Trump campaign's careless fundraising mail demanding, in all capital letters, that the Senate confirm Brett Kavanaugh to the U.S. Senate."
All In with Chris Hayes - 9:16 PM 10/04/2018,"Sen. Blumenthal: FBI's Kavanaugh report is a ""cover-up""","The White House secretly ""straitjacketed"" the FBI's probe, Blumenthal says, prohibiting key witnesses from being interviewed."
All In with Chris Hayes - 9:15 PM 10/04/2018,Chris Hayes on the presumption of innocence,"Donald Trump says liberals treat Brett Kavanaugh as ""guilty until proven innocent."" But the wealthy and connected don't get treated that way. Everyone else does."
The Beat With Ari Melber - 8:17 PM 10/04/2018,Ari Melber: Kavanaugh has publicly violated Judge rules,Ari Melber breaks down how Brett Kavanaugh has already publicly violated key judicial rules and could now be promoted to a position where he is the only one to decide whether he must follow the rules he’s breaking. Melber also walks through the concern...
The Beat With Ari Melber - 8:16 PM 10/04/2018,Kavanaugh classmate: FBI investigation is 'a con job',"A former Yale classmate of Brett Kavanaugh, who lived with him tells Ari Melber he attempted to contact the FBI but the FBI failed to return the call. The former classmate, William Scheuerman, says he knows of others who may have potentially..."
The Beat With Ari Melber - 8:14 PM 10/04/2018,"Tantrum: GOP Senators unite in angry, weepy defense of Kavanaugh","The FBI did not interview any witnesses from a list sent by lawyers for Kavanaugh accuser, Dr. Christine Ford. The FBI did not interview Dr. Ford herself, or Brett Kavanaugh. NBC reports more than 40 people with potential information about the..."
Hardball with Chris Matthews - 8:00 PM 10/04/2018,Matthews: Senator Heitkamp is a profile in courage,Matthews: Senator Heitkamp is a profile in courage
Hardball with Chris Matthews - 7:55 PM 10/04/2018,"Kavanaugh in op-ed: I’m an independent, impartial judge","Kavanaugh in op-ed: I’m an independent, impartial judge"
The Beat With Ari Melber - 7:44 PM 10/04/2018,"Sen. Merkley: White, male, GOP 'crew' treat women like a...","The FBI returned the report on its investigation into allegations of sexual assault made against Trump Supreme Court nominee, Brett Kavanaugh as fiery protests against him take place on Capitol Hill. Four Senators remain undecided ahead of a..."
Hardball with Chris Matthews - 7:38 PM 10/04/2018,Fmr. Supreme Court Justice says Kavanaugh should be disqualified,Fmr. Supreme Court Justice says Kavanaugh should be disqualified
Hardball with Chris Matthews - 7:31 PM 10/04/2018,Fmr. FBI official on Kavanaugh: This is not a normal...,Fmr. FBI official on Kavanaugh: This is not a normal...
Hardball with Chris Matthews - 7:17 PM 10/04/2018,Dems frustrated that FBI didn’t speak to Dr. Ford,Dems frustrated that FBI didn’t speak to Dr. Ford
Hardball with Chris Matthews - 7:17 PM 10/04/2018,Anti-Kavanaugh protestors descend on Supreme Court and Capitol...,Anti-Kavanaugh protestors descend on Supreme Court and Capitol...
Steve Benen The Rachel Maddow Show - 5:30 PM 10/04/2018,"Thursday's Mini-Report, 10.4.18",Today's edition of quick hits.
Steve Benen The Rachel Maddow Show - 4:11 PM 10/04/2018,Pence echoes Trump on dubious election-interference argument,"The White House wants the public to think China'e election ""meddling"" is worse than Russia's. It's a clumsy attempt at creating a ""counter-narrative."""
Andrea Mitchell Reports - 1:05 PM 10/04/2018,Pence accuses China of interference in U.S. politics to...,Pence accuses China of interference in U.S. politics to...
Morning Joe staff Morning Joe  - 12:17 PM 10/04/2018,An excerpt from 'A New Foreign Policy',An excerpt from 'A New Foreign Policy'
Morning Joe  - 11:31 AM 10/04/2018,Inside Trump's war on the press and the press' response,Award-winning journalist Marvin Kalb joins Morning Joe to discuss his new book 'Enemy of the People.'
MSNBC Live with Stephanie Ruhle - 10:56 AM 10/04/2018,President Trump's sister under the spotlight after NYT report,President Trump's sister under the spotlight after NYT report
Steve Benen The Rachel Maddow Show - 10:40 AM 10/04/2018,Election will have a big impact on disclosure of Trump's tax returns,Whether or not Donald Trump's tax returns are ever disclosed will likely depend on the outcome of this year's midterm elections.
Steve Benen The Rachel Maddow Show - 10:03 AM 10/04/2018,"As Trump faces fraud allegations, his allies craft creative defenses","Marco Rubio warned Americans that Trump is a ""con man."" And yet, after the New York Times effectively proved Rubio right, he came up with a laughable defense."
Morning Joe  - 9:48 AM 10/04/2018,Time looks at Dr. Ford's lasting impact,"Time Magazine's Charlotte Alter joins Morning Joe to reveal the latest issues, which looks at Dr. Ford's SJC hearing and how it impacted the country."
Morning Joe  - 8:45 AM 10/04/2018,White House defends Trump for mocking Ford,Mika Brzezinski discusses recent remarks from the White House defending President Trump's mockery of Christine Blasey Ford's testimony.
Morning Joe  - 8:32 AM 10/04/2018,Senator criticizes narrow scope of FBI investigation,"On Thursday, senators will begin to review information collected by the FBI regarding allegations made against Brett Kavanaugh. SJC member, Sen. Chris Coons, D-Del., joins the discussion."
Morning Joe  - 8:01 AM 10/04/2018,David Remnick previews New Yorker Festival,"The New Yorker's David Remnick discusses a federal judge's move to block the Trump WH from ending special protections for immigrants from El Salvador, Haiti, Nicaragua and Sudan. Remnick also discusses Judge Kavanaugh and the New Yorker Festival."
Steve Benen The Rachel Maddow Show - 8:00 AM 10/04/2018,"As FBI examination ends, McConnell readies vote on Kavanaugh",The FBI background report investigation on Brett Kavanaugh is over. Mitch McConnell has already made clear the process that's poised to play out.
Morning Joe  - 6:54 AM 10/04/2018,Trump uses Ford's pain for political punchline,"During a rally in Mississippi, President Trump mocked sexual assault allegations against Brett Kavanaugh from Dr. Christine Blasey Ford. Trump has received push back from some Republicans for mocking Ford, and the panel discusses."
Morning Joe  - 6:30 AM 10/04/2018,Kavanaugh debate energizes depressed GOP base,"The debate surrounding Brett Kavanaugh's hearings is energizing the conservative base and is leading to a rise in GOP voter enthusiasm, new polling suggests, and Democrats are facing tighter races in key states."
The 11th Hour with Brian Williams - 11:47 PM 10/03/2018,Will Brett Kavanaugh be a deciding issue in the midterms?,Could Kavanaugh's nomination to the Supreme Court be a determining factor in the November midterms? MSNBC's National Correspondent Steve Kornacki joins to discuss.
The 11th Hour with Brian Williams - 11:41 PM 10/03/2018,John Kerry: Enormous mistake how Senate is handling Kavanaugh,"Fmr. Senate Democrat, presidential candidate, & Secretary of State John Kerry joins to discuss how Senate Republicans have handled Trump’s controversial Supreme Court nominee."
The 11th Hour with Brian Williams - 11:34 PM 10/03/2018,FBI ends Kavanaugh probe without talking to dozens of witnesses,"The FBI investigation of Kavanaugh will be viewed by senators on Thursday setting the stage for voting to possibly begin on Friday. Ashley Parker, Frank Figliuzzi, Elisabeth Bumiller, & Eugene Robinson all join to discuss."
The Last Word with Lawrence O'Donnell - 11:06 PM 10/03/2018,Trump attacks NYT after alleged tax schemes report,Donald Trump is under pressure to release his tax returns after the New York Times revealed Trump borrowed $413 million from his father and engaged in potentially illegal schemes to avoid paying millions in taxes. Ali Velshi discusses what penalties...
The Last Word with Lawrence O'Donnell - 11:04 PM 10/03/2018,"Trump sister, a Federal Judge, implicated in alleged Trump tax...","Sen. Jeff Merkley reacts to The New York Times' investigation of Donald Trump and his siblings' ""suspect"" tax scheme. Sen. Merkley says Dems should investigate if they get control of Congress. Ali Velshi explains why the report could cause problems for..."
The Last Word with Lawrence O'Donnell - 11:03 PM 10/03/2018,Sen. Merkley: 'Absurd' there's only going to be one copy of...,"Sen. Jeff Merkley says ""100 Senators will have to line up"" to see the FBI report on Brett Kavanaugh because there is only going to be one copy available. Sen. Merkley calls the President's handling of the Kavanaugh investigation a ""significant cover-up."""
The Rachel Maddow Show - 9:42 PM 10/03/2018,Reason for hacking case referral to Mueller investigation unclear,"Ben Schreckinger, national political correspondent for Politico, talks with Rachel Maddow about the FBI referring the case of the hacking of an anti-Trump Republican to Robert Mueller's Trump Russia investigation."
All In with Chris Hayes - 8:42 PM 10/03/2018,John Legend on fight to restore voting rights for felons,"Chris Hayes sits down with singer-songwriter John Legend, who has become one of the most politically engaged artists in the Trump era, traveling the country to help candidates and fight for voter's rights."
The Beat With Ari Melber - 7:40 PM 10/03/2018,"Kavanaugh classmate pulls support citing partisanship,...","A classmate of Trump Supreme Court nominee, Brett Kavanaugh, who publicly endorsed him joins Ari Melber to discuss why he is officially pulling his support for Kavanaugh. The Yale Law School classmate, Mark Osler, tells “The Beat” that Kavanaugh’s..."
Hardball with Chris Matthews - 7:39 PM 10/03/2018,New poll: GOP enthusiasm for midterms up,"In what might be a concerning sign for some Democrats, new Quinnipiac polls show a drop in support for them since earlier in the month- from a 14-point advantage to 7. NPR found that Republicans' enthusiasm for the midterm elections has caught up to Dems."
Hardball with Chris Matthews - 7:32 PM 10/03/2018,"With no evidence, Trump calls NYT story a ‘hit piece’","Sarah Huckabee Sanders tried to refute the New York Times's investigative report on the source of Trump's wealth. Trump also attacked the Times on twitter, calling the story a ""hit piece.”"
The Beat With Ari Melber - 7:29 PM 10/03/2018,Trump tax bombshell shows 'it’s hard out here for a con man',"Ari Melber walks through how while Trump claimed to have only received a loan of $1 million from his father, Fred Trump, bombshell fraud reporting reveals that number is off by magnitudes of hundreds. The reporting has significant political..."
Hardball with Chris Matthews - 7:14 PM 10/03/2018,Dems suggest background checks on Kavanaugh show inappropriate...,"Senate Judiciary Committee Democrats are disputing the Republicans' account of Kavanaugh's prior background probes on twitter. They wrote ""While we are limited in what we can say about this background investigation ... there is information in the second"
Hardball with Chris Matthews - 7:14 PM 10/03/2018,Sen. Blumenthal on Trump mocking Dr. Ford: Appalling,"While the Kavanaugh, investigation may be winding down, major questions remain about its scope."
Deadline: White House - 5:56 PM 10/03/2018,Trump’s attack on Kavanaugh accuser raises stakes ahead of FBI...,"NBC’s Garrett Haake, The Root’s Jason Johnson, MSNBC analyst Elise Jordan, NYT’s Peter Baker, and former FBI assist. director Frank Figliuzzi on the Senate waiting game ahead of the FBI Kavanaugh report & the reaction to Trump’s latest remarks about Dr..."
Deadline: White House - 5:56 PM 10/03/2018,New legal concerns emerge for Trump after massive NYT...,"WaPo’s David Fahrenthold and Bloomberg’s Tim O’Brien on the repercussions of the New York Times’ bombshell investigation into Trump’s ‘fraudulent’ taxes, finances"
Deadline: White House - 5:56 PM 10/03/2018,‘He chose to blow it’: Trump’s attack on Kavanaugh accuser...,"Columnist Mike Lupica, The Root’s Jason Johnson, and MSNBC analyst Elise Jordan on fallout after Trump slammed Dr. Christine Blasey Ford and his continued defense of men amid the #MeToo Movement"
Steve Benen The Rachel Maddow Show - 5:30 PM 10/03/2018,"Wednesday's Mini-Report, 10.3.18",Today's edition of quick hits.
4:27 PM 10/03/2018,Tax expert: 'The Trump family engaged in decades of calculated...,"David Cay Johnston, founder of DCReport.org, has studied President Trump and his taxes for years. He joins Ali Velshi to talk about the New York Times investigation that uncovered evidence that President Trump and his siblings made millions of dollars by"
4:23 PM 10/03/2018,Amb. Wendy Sherman: 'Not surprising' U.S. ends treaty with Iran,"Amb. Wendy Sherman, former Undersecretary of State for Political Affairs who helped negotiate the Iran Nuclear Deal, talks with Ali Velshi about the Trump administration’s decision to end the 1955 Treaty of Amity with Iran, and why this is consistent with"
4:18 PM 10/03/2018,Could Robert Mueller’s investigation be close to wrapping up?,POLITICO’s Darren Samuelsohn tells Katy Tur that Robert Mueller’s team is shrinking—with two lawyers leaving to return to their old jobs— which could signal that the investigation is winding down.
4:17 PM 10/03/2018,President Trump looks forward to 2020 election,"Reports indicate that behind the scenes, the President has been talking about the 2020 election quite a bit. In the meantime, the midterm elections are being looked at as a referendum on Trump himself. Charlie Sykes tells Katy Tur that the conversation"
4:15 PM 10/03/2018,"If this is what we’re finding in his father’s taxes, what...","A New York Times report dives into Fred Trump’s taxes and reveals that President Trump received millions of dollars from his father, a huge difference from the one million dollar loan he claimed he was given. We still have not seen President Trump’s tax"
2:37 PM 10/03/2018,What it’s like for men in America compared to women,President Trump says it’s a very scary time for young men in America. Ali Velshi and Stephanie Ruhle break down the numbers and offer a clearer picture of what things are really like for men when compared to women in this country. Actress and activist
2:34 PM 10/03/2018,FBI could wrap up Kavanaugh investigation at any time,"Stephanie Ruhle and Ali Velshi are joined by former New York City sex crimes prosecutor Linda Fairstein to discuss President Trump’s attack on Christine Blasey Ford, the “war on young men,” and the latest on the Kavanaugh investigation."
Andrea Mitchell Reports - 1:13 PM 10/03/2018,Former Meet the Press moderator talks President Trump's...,"Marvin Kalb, former Moderator of ""Meet The Press"" and veteran CBS and NBC State Department Correspondent, joins Andrea Mitchell to discuss his new book ""Enemy of the People: Trump's War on the Press, the New McCarthyism and the Threat to American"
Steve Benen The Rachel Maddow Show - 12:48 PM 10/03/2018,"Following report, Trump crafts underwhelming response to fraud allegations","The NYT has characterized Trump as a fraud and a cheat. In response, Trump is puzzled that the newspaper relied to the ""time value of money""?"
11:51 AM 10/03/2018,Rep. Swalwell on NYT story that Trump helped parents 'evade...,"Rep. Swalwell, Democrat from California, reacts to the New York Times story of President Trump's inheritance and alleged tax fraud: ""No one is above the law... we should know what he has done in the past."" The Representative also reacts to the latest"
11:35 AM 10/03/2018,"Trump mocks Christine Blasey Ford's testimony, 'think of your...","Ilyse Hogue, President of NARAL Pro-Choice America, reacts to President Trump's comments at a campaign rally last night: ""The charade they continue to go through with this Kavanaugh nomination is basically like the GOP and the President carrying around a"
Steve Benen The Rachel Maddow Show - 11:20 AM 10/03/2018,GOP senator on some Dem colleagues: 'I'm not sure they have a soul',"I hope we haven't reached a point in which inflated rhetoric from one party is considered dangerous, while similar rhetoric from the other party is trivial."
MSNBC Live with Stephanie Ruhle - 11:07 AM 10/03/2018,NYT: Trump family used tax schemes to avoid paying millions,"Watch Stephanie Ruhle break down the incredible report by the New York Times that details how the Trump family used various tax schemes to avoid paying hundreds of millions of dollars. Plus, how President Trump’s father funneled hundreds of millions to"
MSNBC Live with Stephanie Ruhle - 11:06 AM 10/03/2018,FBI continuing to investigate Brett Kavanaugh,The FBI’s investigation into Supreme Court nominee Brett Kavanaugh could wrap up at any moment as President Trump changes his tune on the investigation known. Stephanie Ruhle discusses if the president’s mocking tone towards Dr. Ford could impact
MSNBC Live with Stephanie Ruhle - 11:01 AM 10/03/2018,President Trump publicly attacks Kavanaugh’s accuser,"President Trump has launched a last-minute attack on Doctor Christine Blasey Ford, mocking her and making light of her sexual assault allegations against Brett Kavanaugh despite previously calling her credible, compelling and a very fine woman and saying"
Steve Benen The Rachel Maddow Show - 10:00 AM 10/03/2018,Trump administration curtails visas for diplomats' same-sex partners,"As a candidate, Donald Trump told the LGBT community, ""I will fight for you.” Evidently, that belongs on the lengthy list of his broken promises."
Morning Joe  - 9:51 AM 10/03/2018,Soboroff: DHS reports confirm 'horrifying' border details,New DHS reports reveal the Trump administration's mistreatment of immigrants regarding border separations and violations at a California detention center. MSNBC's Jacob Soboroff reports.
Morning Joe  - 9:40 AM 10/03/2018,Inside Donald Trump's grudge with the NFL,Writers Jeff Pearlman and Mark Leibovich join Morning Joe to discuss Donald Trump's time as an owner in the United States Football League as well as the current politicization of football.
Steve Benen The Rachel Maddow Show - 9:20 AM 10/03/2018,Trump's offensive against Leahy reflects ongoing confusion,Donald Trump is trying to turn the tables on Senate Democrats who oppose Brett Kavanaugh's nomination. It's not going well.
Steve Benen The Rachel Maddow Show - 8:40 AM 10/03/2018,Trump's mockery of Ford labeled a 'profile in cowardice',"Describing Dr. Ford as ""compelling"" and ""credible"" doesn't get the GOP base excited, but ridiculing her might. So, Trump prefers the latter to the former."
Steve Benen The Rachel Maddow Show - 8:00 AM 10/03/2018,Evidence of 'outright fraud' shatters the myth of Donald Trump,"As a presidential candidate, Trump told voters, ""It has not been easy for me."" He has never been who's pretended to be. It was all a con."
Morning Joe  - 7:52 AM 10/03/2018,NYT investigates Trump's claims of being self-made billionaire,"In a new investigation, NYT reporters show that '[Donald Trump] received at least $413 million in today's dollars from his father's real estate empire, much of it through tax dodges in the 1990s.' The panel discusses."
Morning Joe  - 6:57 AM 10/03/2018,Benjamin Wittes on why he wouldn't confirm Kavanaugh,"In a new piece for The Atlantic, Benjamin Wittes explains why 'If I were a senator, I would not vote to confirm Brett Kavanaugh.' Wittes joins Morning Joe along with John Podhoretz to discuss."
Morning Joe  - 6:31 AM 10/03/2018,"Republican voters support Kavanaugh nom, poll shows","As Mitch McConnell plans to move ahead with a vote on Brett Kavanaugh, a new poll out of North Dakota and West Virginia shows a majority support Kavanaugh's nomination. The panel discusses."
Morning Joe  - 6:26 AM 10/03/2018,Trump mocks Kavanaugh accuser's testimony at rally,"President Trump on Tuesday mocked Brett Kavanaugh accuser Christine Blasey Ford, despite having said just days ago that he found her Senate testimony last week 'very credible.' The president also said it was a scary time for young men in the U.S."
The 11th Hour with Brian Williams - 11:49 PM 10/02/2018,Schmidt on Trump attacking Dr. Blasey Ford: Contemptible & vulgar,Political veteran & former Republican Steve Schmidt reacts to Trump's attacks on the testimony by Kavanaugh accuser Dr. Christine Blasey Ford.
The 11th Hour with Brian Williams - 11:40 PM 10/02/2018,NYT report refutes Trump's repeated claim he's a self-made man,Trump has sold the image for years that he built his own fortune. But a massive & exhaustive NYT report claims Trump & his family used suspicious tax schemes to get rich off his father's wealth. Reporters Russ Buettner & David Fahrenthold react.
The 11th Hour with Brian Williams - 11:34 PM 10/02/2018,NBC News: FBI may already be wrapping up Kavanaugh investigation,"After the White House said it was expanding the scope of the FBI's Kavanaugh investigation, NBC News reports the probe could already be wrapping up as Senate Republicans say they want a vote this week. Maya Wiley, Julia Ainsley, & Frank Montoya react."
The Rachel Maddow Show - 11:33 PM 10/02/2018,Trumps could face legal liability for newly exposed schemes,"Susanne Craig, investigative reporter for the New York Times, talks with Rachel Maddow about how the Trump family's use of sketchy tax schemes and ""padded receipts"" in growing and transferring their father's fortune could still carry some legal jeopardy."
The Rachel Maddow Show - 11:30 PM 10/02/2018,Inconsistencies in Trump taxes raised red flags for NYT reporters,"Susanne Craig, investigative reporter for the New York Times, talks with Rachel Maddow about how a TRMS report on Donald Trump's 2005 taxes led her and her colleagues to dig into why those returns were so different from his 1995 returns, leading to a"
The Rachel Maddow Show - 11:29 PM 10/02/2018,"Trumps used fraud, tax dodges to take on father's fortune: NYT",Rachel Maddow shares highlights from extensive New York Times reporting on schemes used by the Trump family to grow and avoid taxes on Fred Trump's fortune to the tune of hundreds of millions of dollars.
The Rachel Maddow Show - 11:27 PM 10/02/2018,Fraud of Trump's self-made persona exposed in father's financials,"Rachel Maddow shares highlights from extensive New York Times reporting showing that contrary to Donald Trump's efforts to portray himself as the product of his own work, much of his money is the result of his father feeding money to him."
The 11th Hour with Brian Williams - 11:13 PM 10/02/2018,Fmr. prosecutor on Trump mocking Kavanaugh accuser: 'Who are we?',MSNBC Legal Analyst Maya Wiley reacts to Pres. Trump attacking the testimony of Kavanaugh accuser Dr. Christine Blasey Ford at a campaign rally in Mississippi.
The Last Word with Lawrence O'Donnell - 10:44 PM 10/02/2018,Trump: ‘scary time for young men in America’,"Jason Johnson and Dahlia Lithwick join Lawrence to react to Donald Trump’s mocking of Dr. Ford’s testimony, and his concern about men being accused."
The Last Word with Lawrence O'Donnell - 10:44 PM 10/02/2018,Lawrence: New evidence shows Kavanaugh misled the Judiciary...,"With every passing day, according to Lawrence, more information surfaces that further damages Brett Kavanaugh's nomination. Now, the New York Times has published a letter written by Kavanaugh in high school that appears to contradict Kavanaugh's..."
The Rachel Maddow Show - 9:51 PM 10/02/2018,Confidence shaky in restricted FBI investigation of Kavanaugh,"Rachel Maddow reads a sworn affidavit from Elizabeth Rasor, the former girlfriend of Brett Kavanaugh's high school friend Mark Judge, which the FBI neglected to take, and talks with Frank Montoya, former FBI special agent, about whether the FBI is able to"
The Rachel Maddow Show - 9:03 PM 10/02/2018,New hacking case referred to Robert Mueller investigation,Rachel Maddow looks at a report of a surprise referral of an FBI investigation into the hacking of a Republican operative to Robert Mueller's Trump Russia investigation.
All In with Chris Hayes - 8:59 PM 10/02/2018,Scathing report on Trump admin. child separation policy,The lies from the Trump administration about its child separation policy are under a brand new spotlight after the Inspector General's truly scathing report of the Department of Homeland Security was leaked.
All In with Chris Hayes - 8:56 PM 10/02/2018,Trump drops 138 spots on Forbes 400 list,Donald Trump's plan to leave the White House richer than when he got there isn't going so well.
All In with Chris Hayes - 8:52 PM 10/02/2018,NYT: Trump participated in 'outright fraud',"The New York Times reports that President Trump ""participated in dubious tax schemes during the 1990s, including instances of outright fraud."""
All In with Chris Hayes - 8:51 PM 10/02/2018,The political power of women's anger,"Rebecca Traister's new book, ""Good and Mad,"" talks about who gets to be angry in our society - and who doesn't."
The Beat With Ari Melber - 8:04 PM 10/02/2018,"Watch 50 Cent break down Trump, Mueller probe with MSNBC’s Melber","Legendary hip hop artist, actor and businessman, 50 Cent, joins Ari Melber to discuss his relationship with Trump and how he predicted that Michael Cohen would flip. 50 Cent also discusses some of his most famous lyrics, breaking down their meaning and..."
The Beat With Ari Melber - 7:50 PM 10/02/2018,NYT reveals Trump's elaborate tax con,"The New York Times busts Trump for ""outright fraud"" on taxes.  Trump is under new pressure to release tax returns amid bombshell ""fraud"" report."
The Beat With Ari Melber - 7:50 PM 10/02/2018,Watch GOP Senators own themselves on Kavanaugh 'obstruction'...,"Ari Melber breaks down the apparent hypocrisy in Senate Republicans trying to appear as victims of obstruction in the confirmation process of Trump Supreme Court pick, Brett Kavanaugh. Melber walks through how Republicans dealt with Merrick Garland,..."
The Beat With Ari Melber - 7:47 PM 10/02/2018,Fmr. GOP Operative: Mueller probing my hacked emails,"Former Republican operative, Cheri Jacobus, joins Ari Melber to discuss hacking of her emails and why she knows Special counsel Mueller is now probing it. Jacobus tells Melber while she does not know who hacked her emails, there appears to be evidence..."
Hardball with Chris Matthews - 7:38 PM 10/02/2018,FBI probe of Kavanaugh to expected to wrap up soon,NBC News has learned the investigation could wrap as early as tonight according to sources familiar with the matter.
Hardball with Chris Matthews - 7:32 PM 10/02/2018,NYT: Trump engaged in suspect tax schemes,"According to the Times, ""President Trump participated in dubious tax schemes during the 1990s, including instances of outright fraud, that greatly increased the fortune he received from his parents."""
Hardball with Chris Matthews - 7:20 PM 10/02/2018,Manchin holds 8 point lead in WV Senate race,"In West Virginia, Democratic senator Joe Manchin holds an 8 point lead among likely voters over his Republican challenger, State Attorney General Patrick Morrisey."
Hardball with Chris Matthews - 7:17 PM 10/02/2018,McConnnell says FBI report on Kavanaugh won’t be public,"It remains unclear exactly when the FBI will finish it's report, but Senator Mitch McConnell indicated it will not be made public."
