Date,Headline,Summary
"Dec 3, 2018","Jason Chaffetz: Why is Michael Cohen prosecuted when Hillary Clinton, Eric Holder and Lois Lerner were not?",It shouldn’t matter which party you are when it comes to who gets prosecuted and who doesn’t.
"Dec 2, 2018",Trump announces Chinese rollback of auto tariffs,President Donald Trump on Sunday announced that China had agreed to rollback its tariffs on American automobiles below 40 percent.
"Dec 2, 2018",Yemen's other conflicts simmer in city once held by al-Qaida,"Two years after al-Qaida militants withdrew from Yemen's eastern city of Mukalla, troops from Saudi Arabia and the United Arab Emirates patrol the streets in armored vehicles, driving past secessionist murals and keeping an eye out for jihadi sleeper cells."
"Dec 2, 2018",Ban Ki-moon urges N. Korea to take denuclearization steps,Former U.N. Secretary-General Ban Ki-moon urged North Korean leader Kim Jong Un on Monday to take concrete steps toward complete denuclearization and gain the trust of the international community if he wants sanctions lifted.
"Dec 2, 2018","Springsteen says Trump is headed for second term, says Democrats don’t speak same language",Bruce Springsteen believes that President Donald Trump is headed for a second term at the White House.
"Dec 2, 2018",S. Korea's Moon: Trump wants to grant Kim Jong Un's wishes,"South Korea's president says U.S. President Donald Trump told him he has a ""very friendly view"" of North Korean leader Kim Jong Un and wants to grant his wishes if he denuclearizes."
"Dec 2, 2018",US-China trade truce to boost markets; wild swings not over,"The truce in the trade dispute between the U.S. and China should boost financial markets, at least likely through year's end, experts say."
"Dec 2, 2018","North Dakota man reportedly admits stealing forklift, planning to flip Trump’s limousine to 'kill' president","A North Dakota man accused of plotting to use a forklift to flip over President Trump's limo to ""kill the president"" pleaded guilty."
"Dec 2, 2018","After Cohen plea deal, Giuliani questions ethics, tactics of Mueller’s Russia investigation","President Trump’s lawyer Rudy Giuliani is questioning the ethics and tactics of special counsel Robert Mueller, who is investigating Russian interference in the presidential election and possible coordination with the Trump campaign, in light of the surprise plea agreement Thursday with Michael Cohen, Trump's former lawyer."
"Dec 2, 2018",Stormy Daniels: Michael Avenatti and I 'have sorted sh-- out' after fundraiser accounting questions,"Adult-film star Stormy Daniels revealed Sunday that she and attorney Michael Avenatti have ""straightened s--- out"" days after she questioned the origin of a fundraising appeal Avenatti launched on her behalf. "
"Dec 2, 2018","Mike Huckabee: President Trump, Asia Bibi is a Christian under threat of death in Pakistan -- please help her","Her lawyer fled Pakistan and is seeking asylum in the Netherlands. There are reports that Islamic hardliners are going house to house, hunting her and her family down to kill them."
"Dec 2, 2018",Cohen plea fuels media frenzy,Lawyer admits lying over Trump Moscow plan.
"Dec 2, 2018",Ted Cruz says he's dropped 'Lyin Ted' nickname and ended feud with Trump,"Sen. Ted Cruz, R-Texas, declared on Saturday night that the ignominious nickname bestowed on him by President Trump during the 2016 campaign season has been relegated to the annals of history. As has the feud between Cruz and Trump."
"Dec 2, 2018",George H.W. Bush reflects on aging and the importance of family in letter to his children,"Instead of writing a memoir, Bush sent letters and kept a diary from the age of 18, where he laid down on his thoughts about everything from family and love to life and aging. With his passing on Friday at the age of 94, Bush’s presidential library is releasing excerpts from his letters and diaries as tribute to his life and legacy."
"Dec 2, 2018","Comey drops legal challenge to House GOP subpoena, will testify on Trump, Clinton probes",Former FBI Director James Comey announced Sunday he has dropped his legal challenge to House Republicans' efforts to compel him to testify in a closed-door setting about his management of the Hillary Clinton and Trump campaign probes.
"Dec 2, 2018",Migrant caravan shelter shut down over 'bad sanitary conditions' as hundreds move to new facility,"Mexican authorities shut down a crowded, unsanitary and mud-filled shelter at a sports complex, having moved the remaining migrants who want to enter the U.S. to a new, government-run shelter that's further from the border. "
"Dec 2, 2018",Dick Cheney and James Baker remember George H.W. Bush,Former Vice President Dick Cheney and former Secretary of State James Baker pay tribute to the life and legacy of former President George H.W. Bush on 'Fox News Sunday.'
"Dec 2, 2018","Top Dem blames Trump for GM plant shutdowns, praises new truce with China","Maryland Democratic Sen. Ben Cardin, a member of the Foreign Relations Committee, exclusively told ""Fox News Sunday"" that President Trump bears responsibility for General Motors' decision last month to close five facilities and slash 15 percent of its North American salaried workforce."
"Dec 2, 2018","Cohen's guilty pleas proof that Russians had 'leverage' over Trump, Dem rep says","Rep. Jerry Nadler, D-N.Y., said Sunday that the new revelations from President Trump’s former personal attorney is proof that Russia had “leverage” over Trump during the 2016 presidential."
"Dec 2, 2018",'George Bush was absolutely the best': former VP Dan Quayle pays tribute to his late boss,"Former Vice President Dan Quayle paid tribute Sunday to his late boss, President George H.W. Bush, calling the country’s 41st president “a great individual” who “love his country.”"
"Dec 2, 2018",Defiant Roger Stone vows to never testify against Trump: 'Where is the crime? I engaged in politics',"Longtime Republican operative Roger Stone, whose possible ties to Wiklieaks while he communicated with President Trump's campaign have come under scrutiny in Special Counsel Robert Mueller's Russia probe, on Sunday vowed to never testify against the president"
"Dec 2, 2018","Alec Baldwin returns to ‘SNL,’ jokes about arrest while impersonating Trump",Alec Baldwin returned to “Saturday Night Live” and joked about his recent arrest while impersonating President Trump.
"Dec 2, 2018",Michelle Obama says Lean In is 's---' that doesn't work during book tour stop in New York,"Speaking Saturday night at the Barclays Center in Brooklyn as part of her promotional book tour, former first lady Michelle Obama shocked attendees by comparing a prominent piece of feminist self-help advice to ""sh--"" that often ""doesn't work."""
"Dec 2, 2018",Bush's Somalia mission to save 'innocents' echoes today,"In the final days of his presidency, George H.W. Bush committed the U.S. military to a mission many would later regret, ordering more than 20,000 troops into Somalia to ""save thousands of innocents from death."""
"Dec 1, 2018","Trump, Putin had 'informal' meeting at G20, White House says","President Donald Trump and Russian leader Vladimir Putin had an “informal” conversation at the Group of 20 Summit in Buenos Aries on Friday, the White House said."
"Dec 1, 2018","US, China agree to 90-day truce to hash out trade differences",The U.S. and China have agreed to a 90-day truce in a bid to work out their trade differences. The news came Saturday following a dinner meeting between President Trump and Chinese leader Xi Jinping at the Group of 20 summit in Buenos Aires.
"Dec 1, 2018","US, China put brakes on their trade dispute with ceasefire",The United States and China reached a 90-day ceasefire in a trade dispute that has rattled financial markets and threatened world economic growth.
"Dec 1, 2018",Leftist leader takes reins in Mexico vowing to help poor,Leftist politician Andres Manuel Lopez Obrador assumed Mexico's presidency with a promise — to profoundly transform Latin America's second-biggest economy and to lead a government free of corruption.
"Dec 1, 2018",President George H.W. Bush remembered as 'uncommonly kind',Guests: John Sununu; Reverend Franklin Graham; George Strait; Charlie Black; John Solomon; Brad Blakeman; Ken Raynor
"Dec 1, 2018",Trump sending Air Force One to carry George H.W. Bush’s body to DC to begin final tributes,"Details regarding the state funeral for former President George H.W. Bush, who died Friday at age 94, were revealed by his office on Saturday."
"Dec 1, 2018",Bush’s death sparks reactions from Maine law enforcement: ‘Rest easy Sir!’,"With the death of former President George H.W. Bush at the age of 94 on Friday, law enforcement in Maine – where he frequently spent his summers – have taken to social media to share their encounters him and express their condolences."
"Dec 1, 2018",Ari Fleischer: Trump should broaden his appeal or risk his re-election in 2020,President Trump needs to appeal to voters beyond his base or risk defeat for himself and other GOP candidates in the 2020 elections.
"Dec 1, 2018","G20 statement reflects US concerns about WTO, Paris climate accord",The Leaders of the Group of 20 on Saturday agreed to a wide-ranging statement that included an agreement to fix the world trading system and a paragraph reiterating the U.S. objections to the Paris climate change agreement -- after the U.S. reportedly played hardball over the language.
"Dec 1, 2018",Mattis cites Putin for 'duplicitous' actions on missile pact,"Defense Secrertary Jim Mattis is accusing Russian President Vladimir Putin of ""duplicitous violation"" of a Cold War-era arms treaty and condemning Russian actions in a naval confrontation last weekend with Ukraine."
"Dec 1, 2018","Pompeo says Iran tested ballistic missile, in violation of UN resolution","The Trump administration on Saturday accused Iran of test-firing a medium-range ballistic missile, with the capability to strike parts of Europe and the Middle East -- a move the U.S. says is in violation of a U.N. Security Council resolution."
"Dec 1, 2018","The Latest: Bridge inspectors converge on Anchorage, Alaska",The Latest on Alaska earthquake (all times local): ___ 8:20 a.m.
"Dec 1, 2018",Deroy Murdock: Central American migrants should caravan to Panama,Illegal immigrants from Central America should head south to Panama instead of north to the U.S.
"Dec 1, 2018",Hundreds of aftershocks shake Alaskans following big quake,"Two strong earthquakes measuring 7.0 and 5.7 ripped apart highways, cracked buildings and rattled people's nerves around Anchorage."
"Dec 1, 2018",Alaska hit by dozens of small earthquakes in wake of Friday's major temblor,"Dozens of small temblors shook parts of Alaska Saturday, a day after a powerful 7.0-magnitude earthquake buckled roads, damaged buildings, knocked out power and frayed nerves, according to reports."
"Dec 1, 2018",Trumps to attend state funeral for George H.W. Bush,"Donald Trump, the disruptive, anti-establishment president who spent years deriding much of what George H.W. Bush stood for, set aside differences in politics and temperament Saturday to honor the iconic American and former president a day after his death."
"Dec 1, 2018",5 of George H.W. Bush’s most memorable quotes,A look at five of former George H.W. Bush's most memorable quotes.
"Dec 1, 2018",Cruz calls on Trump administration to defund UN agencies that allow Palestinian membership,"Sen. Ted Cruz, R-Texas, is calling on the Trump administration to act on two laws that demand automatic defunding of U.N.-affiliated agencies that have allowed the Palestinians to join as a state."
"Dec 1, 2018",The Latest: Trump: US flags to fly at half-staff for Bush,The Latest on President Donald Trump at the Group of 20 summit (all times local): 1:15 p.m. President Donald Trump has ordered American flags to fly at half-staff for 30 days to honor former President George H.W. Bush.
"Dec 1, 2018",George H.W. Bush to lie in state in US Capitol; Trump to attend funeral,"A senior congressional source told Fox News Saturday that former President George H.W. Bush, who died Friday at age 94, is expected to lie in state in the U.S. Capitol Rotunda -- a move that has become customary to honor the passing of former presidents"
"Dec 1, 2018","Snubbed by Trump, Putin charms other players at G20",Russia is putting on a brave face after U.S. President Donald Trump abruptly junked a summit with Russian President Vladimir Putin.
"Dec 1, 2018",George H.W. Bush’s heartfelt letter to Bill Clinton goes viral after his death,A letter former President George H.W. Bush left for Bill Clinton after his inauguration in 1993 is going viral after the announcement of his death.
"Dec 1, 2018",The Latest: European officials see trade breakthrough at G20,The Latest on the Group of 20 summit (all times local): 9:40 a.m.
"Dec 1, 2018","Pelosi, Schumer expected to meet with Trump amid battle over border funding","Democratic leaders Nancy Pelosi and Chuck Schumer will meet with President Trump next week, Fox News has learned, as the Democratic Party prepares to regain control of the House and likely bring greater scrutiny to Trump’s agenda."
"Dec 1, 2018","Gorbachev lauds Bush for political abilities, character","Former Soviet leader Mikhail Gorbachev on Saturday expressed his ""deep condolences"" to the family of former U.S. President George H.W. Bush and all Americans following his death."
"Dec 1, 2018",False claim of Trump Jr. legal jeopardy forces NPR to issue correction,"NPR was forced to issue a lengthy correction Friday after falsely accusing Donald Trump Jr. of lying to the Senate about plans to build a Trump Tower in Moscow, claiming his statements contradicted Michael Cohen’s plea deal with Special Counsel Robert Mueller."
"Dec 1, 2018",Lawyers for former Trump lawyer Michael Cohen asks for no prison time,"Lawyers for Michael Cohen, the former personal lawyer for President Donald Trump, are asking a federal judge for leniency and to not sentence him to prison, citing their client’s cooperation with the government."
"Dec 1, 2018","Media attacks on President Trump continue, while Melania gets criticized for Christmas decorations",Media took cheap shots not just against President Trump this week but also against Melania for Christmas decorations at the White House.
"Dec 1, 2018",AP FACT CHECK: 11 Trump climate goofs and 1 correct claim,It's elemental.
"Nov 30, 2018",World waits to see if Trump-Xi dinner brings trade peace,"When President Donald Trump sits down for dinner Saturday with Chinese leader Xi Jinping, their table talk will undoubtedly have a global impact."
"Nov 30, 2018",Trump's on-off dance with complicated acquaintances,Broken dates.
"Nov 30, 2018","George H.W. Bush, as president and in other roles, was key figure in US and global affairs for decades","Service to his country was central to the life of George Herbert Walker Bush, who died Friday at age 94."
"Nov 30, 2018","Former President George H.W. Bush, fondly remembered and widely praised for service","Soon after news broke that former President George H.W. Bush had died Friday at age 94, tributes and remembrances started arriving from past presidents, past members of the Bush administration as well as friends and admirers of the former president and his family."
"Nov 30, 2018","Israel, Palestinians jockey over Jerusalem in Trump era",President Donald Trump's recognition of Jerusalem as Israel's capital has set off an increasingly visible battle in the city's eastern sector — with an emboldened Israel seeking to cement its control over the contested area and Palestinians pushing back to maintain their limited foothold.
"Nov 30, 2018",Mexico gets first leftist leader after 32 years of technocrats,A large crowd that included Vice President Mike Pence and Ivanka Trump watched Saturday as Andres Manuel Lopez Obrador became the first leftist president in Mexico in 70 years.
"Nov 30, 2018",Federal judge rules against White House push to restrict 'sanctuary' money,"A federal judge reportedly ruled against the Trump administration on Friday, determining that they were not permitted to hold back millions of dollars in grant money from multiple states and New York City as a result of them being sanctuary cities."
"Nov 30, 2018",US judge won't immediately allow Trump to enforce asylum ban,A U.S. judge in San Francisco has refused to immediately allow the Trump administration to enforce a ban on asylum for any immigrants who illegally cross the U.S.-Mexico border.
"Nov 30, 2018",The politics of Trump's trade and economic agenda,President Trump signs new trade agreement with Mexico and Canada to replace NAFTA; reaction from the 'Special Report' All-Stars.
"Nov 30, 2018",Tim Scott will not be moved,Big picture: He's doing hard work.
"Nov 30, 2018",Senate grapples with consequences of Flake’s vow to block Trump nominees,"Here is the “Third Law of Congress”: For every action on Capitol Hill, there is an equal and opposite reaction – and consequences."
"Nov 30, 2018",Is Trump winning the trade war with China?,President Trump to hold high-stakes meeting with Chinese leader at G20 summit; reaction and analysis on 'The Five.'
"Nov 30, 2018",Deadline looms for Latinos detained by Arpaio's officers,Latinos who were illegally detained when then-Maricopa County Sheriff Joe Arpaio defied a court order face a Monday deadline to apply for taxpayer-funded compensation for the harm they suffered from his acknowledged disobedience.
"Nov 30, 2018",US to cut troops along Mexico border but extend deployment,"U.S. officials say the number of active-duty troops on the border with Mexico will drop from 5,600 to about 4,000, and their deployment will be extended through the end of January."
"Nov 30, 2018",Trump administration vows to prosecute migrants in future,Trump administration officials are vowing to address some of issues that forced them to decide against criminally prosecuting any of the 42 members of a Central American migrant caravan arrested last weekend.
"Nov 30, 2018",Charges in death of anti-gang crusader who lost her daughter,An SUV driver pleaded not guilty Friday in a crash that killed a New York mother who had led a nationally recognized crusade against MS-13 gang violence after her daughter was slain.
"Nov 30, 2018","Trump, GM awkwardly silent on new Cadillac presidential limousine",Awkward.
"Nov 30, 2018","Newt Gingrich: G-20 summit -- Don't be fooled by the grins, handshakes and awestruck news coverage","When you see pictures of smiling world leaders from the G-20 summit that began Friday in Buenos Aires, Argentina, remember that the images do not depict reality."
"Nov 30, 2018","Trump Cabinet officials in the crosshairs as Dems zero in on DeVos, Zinke, others","President Trump won't be the only high-profile target on House Democrats' investigative agenda when the new Congress is seated in January, with top officials in his Cabinet also expected to face a torrent of scrutiny. "
"Nov 30, 2018",Rosenstein’s office informed of Cohen deal before Acting AG Whitaker,"Deputy Attorney General Rod Rosenstein’s office was notified of former Trump attorney Michael Cohen’s plea deal at least two days before Acting Attorney General Matthew Whitaker received the same information, Fox News has learned."
"Nov 30, 2018","Saudi prince gets chummy, stern receptions at G-20 summit",All eyes were on Saudi Crown Prince Mohammed bin Salman at the Group of 20 summit on Friday as he made his first major overseas appearance since the killing of a dissident journalist in his country's consulate in Istanbul.
"Nov 30, 2018","Defeated Sen. McCaskill rips Democratic Party over ‘purity’ demands, ‘failure’ with rural America","Missouri Sen. Claire McCaskill, the moderate-leaning Democrat who was defeated in this year’s midterm elections, took swipes at her own party in an exit interview aired Friday."
"Nov 30, 2018",Trump’s Russia real estate project: Everything to know about the abandoned Moscow deal,"President Trump’s abandoned real estate plan for Moscow was thrust back into the spotlight after his former attorney, Michael Cohen, admitted to lying to lawmakers about the project."
"Nov 30, 2018",VA vows to fix GI benefits after 50-year-old computer system caused payment glitch,"Vets who are getting smaller GI Bill benefit payments than they are due because of the Department of Veterans Affairs 50-year-old computer system will be made whole, VA officials said."
"Nov 30, 2018",Gianno Caldwell: Here's why prison reform (and the First Step Act) is a major opportunity for our country,"I traveled to the Capitol in Washington this week to lobby for Senate passage of one of the most important pieces of legislation introduced in my lifetime – the long-overdue federal prison reform measure called the First Step Act, which would be a major step forward to make our criminal justice system more just."
"Nov 30, 2018",MSNBC’s Chuck Todd fantasizes about life if Trump lost 2016 election: ‘Lots of people would probably be happy’,NBC News and MSNBC host Chuck Todd openly fantasized on Thursday about how different would things be if Donald Trump lost the 2016 presidential election and declared that just about everyone would be happier.
"Nov 30, 2018",Trump team renews claims Comey misled Congress in wake of Cohen plea,"President Trump’s legal team is renewing claims that fired FBI Director James Comey misled Congress as they push back on Special Counsel Robert Mueller’s probe, in the wake of the latest explosive perjury plea filed in the Russia case."
"Nov 30, 2018",Bill and Hillary Clinton keep going and going ... but are their batteries finally running low?,BREAKING NEWS: The Clintons ain’t what they used to be. They are desperately trying to stay relevant in a nation and a party that have long since moved on.
"Nov 30, 2018",French president Macron at G20 laments ‘You never listen to me’ in talk with Saudi leader,A clearly-irked French President Emmanuel Macron was heard telling Saudi Crown Prince Mohammed bin Salman “you never listen to me” in a video captured during a break in the ongoing G20 summit Friday.
"Nov 30, 2018",Mueller's team considering new charges against Manafort amid allegations of lying to investigators,Special Counsel Robert Mueller’s team on Friday said new charges against former Trump campaign chairman Paul Manafort are being considered amid allegations he breached his plea deal by lying to investigators.
"Nov 30, 2018",How America can get its slice of the $1 trillion space economy,"As the level of interest in space continues to grow, some analysts believe the space economy could be worth $1 trillion – and America stands to capture a significant portion of that."
"Nov 30, 2018","Mainstream media hyperventilates over tear gas under Trump, but largely ignored it during Obama era","Media outlets that are hyperventilating over the Border Patrol's use of tear gas and pepper spray on illegal immigrants ignored the practice during the Obama administration, and even now gloss over past precedent in the rush to condemn President Trump."
"Nov 30, 2018","Google staffers discussed burying conservative news outlets, but tech giant claims talks didn't amount to anything",Google staffers reportedly discussed burying conservative news organizations in the company’s search function with the goal of impacting future elections – but the tech giant says nothing came out of the conversations.
"Nov 30, 2018","The Michael Cohen Show: Another Trump-Russia smoking gun emerges, or not","Special counsel Robert Mueller on Thursday gave cable TV countless more hours of programming with a new plea deal with Donald Trump’s former personal attorney, Michael Cohen."
"Nov 30, 2018","Trevor Noah would have advised Trump to keep his business going during campaign, calls Cohen 'human Eeyore'",“Daily Show” host Trevor Noah gave a backhanded defense of President Donald Trump Thursday night in the wake of the latest reports of the Russia investigation.
"Nov 30, 2018",Dems target Trump tax returns in first bill under new House majority,"House Democrats’ first order of business in the new Congress will be targeting President Trump’s tax returns, setting the confrontational tone of the lower chamber."
"Nov 30, 2018",Possible voter fraud probed in tight North Carolina House race,"It’s been nearly a month since North Carolina voters cast their ballots for the 9th Congressional District, but officials are still holding off on certifying the winner amid an investigation of possible voter fraud pertaining to absentee ballots."
"Nov 30, 2018",Washington Post mocked over study claiming Trump voters could be insecure about their manhood,Critics slammed The Washington Post over a “ridiculous” analysis that suggests male Trump supporters could be insecure about their manhood and masculinity.
"Nov 30, 2018",Tucker Carlson: The Mueller probe and what we have learned about how Washington works,"If you're going to enforce statutes, you have to enforce them fairly and evenly. The law has to apply to everyone. Otherwise, it's not really the law. It's a political weapon."
"Nov 30, 2018",Jay-Z addresses Kanye West's Trump support in new song,Jay-Z hinted at his displeasure with Donald Trump and one-time best friend Kanye West's politics — and the media storm surrounding them — in a new song.
"Nov 30, 2018","Laura Ingraham: Linda Sarsour, Marc Lamont Hill and anti-Semitism hiding in plain sight","Linda Sarsour owes her public profile to a press that has gone out of its way to cover for her rather than actually cover her true motives and allegiances. They made excuses for Sarsour because she's a woman, she's Muslim, and she's a harsh critic of the president."
"Nov 30, 2018",Clinton Foundation quiet on Saudi donations despite Hillary's attacks on Trump over Khashoggi's death,"The Clinton Foundation won’t say if it will follow the case of other non-profits and stop accepting money from Saudi Arabia, despite Hillary Clinton attacking President Trump over the murder of Jamal Khashoggi."
"Nov 30, 2018","Trump signs trade deal with Mexico, Canada as pact faces Democratic opposition in Congress","President Trump, Canadian Prime Minister Justin Trudeau and Mexican President Enrique Pena Nieto signed the United States-Mexico-Canada Agreement (USMCA) between the nations on the sidelines of the G20 meeting in Argentina."
"Nov 30, 2018","Sean Hannity: The Mueller fishing expedition is desperate for dirt, any dirt on Trump","If the president of the United States and those who surround him are subject to what is now clearly a double standard political persecution, nobody in this country is safe. Nobody. "
"Nov 30, 2018","Trump team fires back at Mueller probe, ‘hysterical’ coverage of Cohen deal","President Trump and his legal team fired back early Friday at suggestions the latest twists in Robert Mueller’s probe mean the bell is tolling for his administration, downplaying the implications of ex-confidant Michael Cohen’s guilty plea and testimony about a Moscow real estate project – as the special counsel makes clear he’s focusing closely on the president."
"Nov 30, 2018",Miss Singapore to wear dress honoring Trump-Kim handshake at Miss Universe pageant,"“It had a very serene and calming effect,"" said Miss Singapore Zahra Khanum."
"Nov 30, 2018",Mark Penn: The Mueller investigation has come up empty on Russia -- You won’t believe what's coming next,It’s clear now Mueller is no longer looking for crimes in the presidential race of 2016. He is simply creating a narrative to delegitimize President Trump.
"Nov 30, 2018",Melania Trump shows off White House decorations -- and reveals whether she got president a gift,"In an exclusive one-on-one interview with ""Fox & Friends"" co-host Ainsley Earhardt, first lady Melania Trump provided an inside look at the White House's striking red-themed White House Christmas décor, offered a holiday message to Americans, and revealed whether she has a present in mind for the nation's 45th president."
"Nov 30, 2018",FOX NEWS FIRST: Why Cohen's guilty plea is worthless to Mueller; Trump showdown at G20,"Plus, a deadly crash at the border"
"Nov 30, 2018","'Rudolph the Red-Nosed Reindeer' classic called bigoted, ‘seriously problematic’","HuffPost, a liberal news site, was lampooned after saying Christmas classic “Rudolph the Red-Nosed Reindeer” was “seriously problematic” over claims that it features sexism and bullying."
"Nov 30, 2018",Home improvement advice every homeowner needs to know,"This home improvement advice has stuck with these homeowners, and their wisdom will stick with you, too."
"Nov 30, 2018","Ukraine bars entry to Russian males, upping ante in conflict","Ukrainian officials on Friday upped the ante in the growing confrontation with Russia, announcing a travel ban for most Russian males and searching the home of an influential cleric of the Russian Orthodox Church."
"Nov 30, 2018",Hundreds of US troops on alert in Uruguay to protect Trump at G20,"Some 1,000 American troops and aircraft based in Uruguay are on alert to protect President Trump embarking to the G20 summit in Argentina this week."
"Nov 30, 2018",It's time for the G20 summit to deliver real solutions and results,"It should be the goal of the G20 summit to develop concrete plans for addressing the world's most pressing issues. But currently, it's not living up to its full potential."
"Nov 30, 2018",Marc Thiessen: Gene editing is here. It's an enormous threat,"A Chinese scientist's claim to have created the first genetically edited babies has evoked widespread condemnation from the scientific community. ""This is far too premature,"" one American genetic scientist told the Associated Press."
"Nov 30, 2018",Ed Rollins: President Trump v. Speaker Pelosi -- let the battle begin,"If you want a sure bet, put your money on Mrs. Pelosi regaining the speaker’s gavel. And don't underestimate her."
"Nov 30, 2018",Ukraine bars entry of Russian males 16 to 60 amid naval conflict,Ukraine's president says that the country has barred Russian men between 16 and 60 from traveling to the country.
"Nov 30, 2018","Why Michael Cohen, with new plea, is no longer a sideshow in Mueller probe","Cohen's cooperation with prosecutors is potentially more troubling for the president than Paul Manafort's on-again, off-again dealings with Mueller"
"Nov 29, 2018","In a twist, Trump fights to keep some Palestinian aid alive","For two years, the Trump administration has unabashedly slashed U.S. aid to the Palestinians."
"Nov 29, 2018",Chicago alderman expects to be vindicated after federal agents raid his offices,"The offices of a longtime Chicago alderman whose law firm formally represented President Donald Trump was raided by federal agents Thursday, federal officials said."
"Nov 29, 2018",Giuliani calls timing of Mueller’s latest Cohen bombshell ‘hardly coincidental’,"Rudy Giuliani, President Trump's personal lawyer, criticized the timing of Michael Cohen's guilty plea on charges of lying to Congress: just before the president was about to leave for a high-stakes G-20 summit in Argentina."
"Nov 29, 2018",New leftist president promises transformation of Mexico,"Mexico's incoming president, Andres Manuel Lopez Obrador, is folksy, plain-spoken, and spontaneous — perhaps too much so for financial markets, which have been roiled in advance of his inauguration Saturday."
"Nov 29, 2018","As G-20 summit opens, contentious issues loom on sidelines","Heads of state from the world's leading economies were invited to the Group of 20 summit to discuss issues like development, infrastructure and investment."
"Nov 29, 2018",Trump: Cohen is 'weak person' trying to get reduced sentence,"Guests: Sol Wisenberg, James Trusty, Michael Turner, John Solomon, Ariel Gold, Michelle Malkin, Jane Orient, Jay Lanham, Michael Pillsbury, Daniel Hoffman"
"Nov 29, 2018",Ronna McDaniel 'honored' that Trump asked her to stay on as RNC chair,President Trump announced Thursday that he had asked Republican National Committee Chairman Ronna McDaniel to serve a second two-year term in the post.
"Nov 29, 2018",CNN fires Marc Lamont Hill over anti-Israel remarks,"Guests: Alan Dershowitz, Dan Bongino, Joe Concha, Jason Chaffetz, Sara Carter, Gregg Jarrett, Geraldo Rivera"
"Nov 29, 2018","Trump thinks idea of offering Putin the Trump Tower Moscow penthouse is 'stupid,' source says","A Thursday report that the Trump Organization once planned to offer the $50 million penthouse in Trump Tower Moscow to Russian President Vladimir Putin is “nuts,” a source close to the president told Fox News."
"Nov 29, 2018",Gregg Jarrett: Cohen guilty plea does absolutely nothing to show wrongdoing by Trump,President Trump's former personal attorney Michael Cohen's guilty plea to lying to Congress does nothing to show wrongdoing by Trump.
"Nov 29, 2018",Warren opposes revamped North American trade deal in foreign policy speech,"Massachusetts Sen. Elizabeth Warren announced her opposition to a revamped North American trade agreement with Canada and Mexico, arguing that it doesn't do enough to stop the ""serious and ongoing harm NAFTA causes for American workers."""
"Nov 29, 2018",Political fallout from Michael Cohen's new plea deal,President Trump's former attorney Michael Cohen pleads guilty to lying about Moscow project talks; reaction and analysis from the 'Special Report' All-Stars.
"Nov 29, 2018","Sen. Tim Scott announces opposition to judicial nominee Thomas Farr, effectively dooming confirmation","South Carolina Republican Sen. Tim Scott announced Thursday he will oppose embattled judicial nominee Thomas Farr, seemingly ending the nominee's chances amid fierce criticism by civil rights groups who said he had worked to defend laws that discriminated against black voters."
"Nov 29, 2018","Trump rips Cohen after plea deal, cooperation with Mueller",President Trump blasts Michael Cohen after his former lawyer pleads guilty to lying to Congress and agrees to cooperate with the special counsel; reaction and analysis on 'The Five.'
"Nov 29, 2018",US circulates UN resolution that would condemn Hamas rockets,"The United States has circulated a proposed U.N. resolution condemning the Palestinian militant group Hamas ""for repeatedly firing rockets into Israel and for inciting violence"" that puts civilians at risk."
"Nov 29, 2018","Sonny Bono told Cher she wasn't 'particularly attractive' when they met, star recalls",Sonny Bono reportedly told his future wife – and ex-wife – Cher that he didn’t think she was especially good-looking not long after they’d met each other.
"Nov 29, 2018",Canada imposes sanctions on 17 Saudi nationals,Canada is imposing sanctions on 17 Saudi Arabian nationals suspected of being linked to the murder of Saudi journalist Jamal Khashoggi.
"Nov 29, 2018",Judith Miller: The latest Trump outrages (and why I'm upset),"Americans should be appalled. In one 24-hour period this week, President Trump has set a new standard for outrageous, if not surprising, behavior."
"Nov 29, 2018",A look at the top issues at the G-20 summit in Argentina,"The U.S.-China trade war, the Saudi crown prince's first trip abroad since the brutal killing of a newspaper columnist and the Ukraine crisis will grab the world's attention at this week's G-20 summit."
"Nov 29, 2018",All together now: We’ll see what happens,Don't jump to conclusions on Mueller matters.
"Nov 29, 2018","AP Exclusive: Most Mormons back GOP, but fewer support Trump","About two-thirds of Mormon voters nationwide favored Republicans in the midterm elections, but President Donald Trump's approval rating among members of the faith lagged behind, according to a nationwide survey of midterm voters."
"Nov 29, 2018",Feds raid office of Chicago alderman whose law firm represented Trump,"Federal agents Thursday raided two offices of a powerful Chicago alderman whose law firm represented President Trump for more than a decade, though it was not immediately clear whether the operation was related to the president."
"Nov 29, 2018",Melania Trump takes Fox News behind scenes of ‘patriotic’ White House Christmas display,"First lady Melania Trump gave Fox News an exclusive inside look at the striking red-themed White House Christmas decorations she said represent the ""bravery, heart, and patriotism"" of the country."
"Nov 29, 2018",The Latest: Walking dead march in Buenos Aires before summit,The Latest on the Group of 20 summit in Argentina (all times local): 6:20 p.m.
"Nov 29, 2018",Black Christmas trees become hottest new holiday trend this season,"Christmas enthusiasts are going dark this year — when it comes to decorating their trees, that is."
"Nov 29, 2018",North Korea tries to stop US ‘plot’ to discuss human rights at UN Security Council,North Korea is objecting to a push by the U.S. to discuss the human rights situation in North Korea at the U.N. Security Council -- describing the move as a “deceptive plot” by the Trump administration.
